Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2020-02-06,Illumination,1973,https://boxd.it/YCZlb,4,,"A powerful film that mirrors it’s main character’s mind. 
(Reminded me of Malick’s work, but rationalizing with information rather than emotion)",,2020-02-05
2020-02-13,Man of Marble,1977,https://boxd.it/ZfKKt,3.5,,"Under some conditions film is an obfuscation. Under other conditions it will reveal truth.

The cultural specificity likely restrained this movie’s impact on me",,2020-02-12
2020-02-21,Shivers,1981,https://boxd.it/ZXrpz,4,,Extremely disturbing. I’ve never seen a movie about similar time periods that adopts such an immersive perspective,,2020-02-20
2020-02-27,Camera Buff,1979,https://boxd.it/10trfN,4.5,,"-Final sequence is gorgeous
-film is a contradiction",,2020-02-26
2020-03-08,Waves,2019,https://boxd.it/11eDX7,5,Yes,Second viewing and I love it even more,,2020-03-07
2020-03-08,Ford v Ferrari,2019,https://boxd.it/11eFkL,4,,Unapologetically American,,2020-03-07
2020-03-11,High School,1968,https://boxd.it/11rQoZ,3,,Education during the counter culture,,2020-03-10
2020-03-13,Birds of Passage,2018,https://boxd.it/11Agnz,4,Yes,Maybe +1 if I saw it on blu-ray,,2020-03-12
2020-03-16,Solaris,1972,https://boxd.it/11OJjJ,5,Yes,cinema,,2020-03-15
2020-03-17,The Seventh Seal,1957,https://boxd.it/11YQHt,3.5,,Criterion 2009 copy,,2020-03-16
2020-03-21,9,2009,https://boxd.it/12j6EZ,1.5,,Fun to look at and entertaining(ish),,2020-03-20
2020-03-25,Bullet in the Head,1990,https://boxd.it/12PxPT,1.5,,"Ive now seen two John Woo movies and I hope to never be forced to watch a third.
(First movie under quarantine)",,2020-03-25
2020-03-25,A Woman Alone,1981,https://boxd.it/12Q8uD,3.5,,"-grey and bleak
-Two endings or just an unnecessary epilogue?
(second movie under quarantine)",,
2020-03-27,Ju Dou,1990,https://boxd.it/12ZtOR,4.5,,"Unfortunately a lot of the cultural implications went over my head, but oh my god this is masterful storytelling. Beautiful, perverse, and intimate all at the same time",,2020-03-26
2020-03-28,The Art of Self-Defense,2019,https://boxd.it/134SEx,3.5,,"A creative, left-leaning deconstruction of toxic masculinity",,2020-03-27
2020-03-28,Portrait of a Lady on Fire,2019,https://boxd.it/139okH,5,,"Cinema has never been better: simultaneously subtle and overwhelming.

<blockquote><i>“Do all lovers feel that they’re inventing something?”</i></blockquote>",,2020-03-28
2020-03-29,Three Colors: White,1994,https://boxd.it/13goFf,4,,reversal of expectations over and over. I'm really starting to love Kieslowski,,
2020-03-30,The Square,2017,https://boxd.it/13nF5x,4.5,,My favorite comedy in recent memory. The Palme d’or placement at the beginning intentionally elevates the comedy even further. ,,2020-03-29
2020-03-30,Three Colors: Red,1994,https://boxd.it/13qtCv,4.5,,"<blockquote>“<i>It feels like something important is happening around me and it scares me.</i>”</blockquote>
-Fate, coincidence, or chance
-Existentialism
-The sun pushing through
Incredible conclusion to the trilogy.",,
2020-03-30,Resident Evil: Extinction,2007,https://boxd.it/13rtCn,0.5,,lol,,
2020-04-01,Next Floor,2008,https://boxd.it/13DDE3,,,So it turns out that Netflix’s “The Platform” is not creative at all,,2020-03-31
2020-04-01,Memories of Underdevelopment,1968,https://boxd.it/13DZgn,4,,"This is an <b>extremely</b> difficult film. I have never seen a movie accomplish an ambiguity like this— especially when depicting events so concretely. This was obviously a parallel to the politics, but oh my god that does not make it easier to swallow",,2020-03-31
2020-04-01,Circle,2015,https://boxd.it/13FzxL,1,,"God this is so bad. The efforts to make it representative / PC are ridiculous. A robot could’ve written this script


(look at the cast names for a good laugh)",,2020-04-01
2020-04-03,Would You Rather,2012,https://boxd.it/13Pibt,2,,ew,,
2020-04-03,Dogs,1992,https://boxd.it/13SI6F,3,,"-Frequently confusing, rather than sophisticated
-Insanely generic lines that try too hard to make Franz a polish Scarface
-Outright sexist",,2020-04-02
2020-04-03,Minority Report,2002,https://boxd.it/13U9bT,3.5,,I mean... it’s a Spielberg movie,,2020-04-03
2020-04-05,Akira,1988,https://boxd.it/144eLx,4,,I need to start watching more anime. An absolutely bonkers second half,,2020-04-04
2020-04-06,Stalker,1979,https://boxd.it/14ifOP,5,,"Impossible to truly comprehend, but don’t they say the same about the human brain?

<blockquote><i>“Don’t be angry, but I must warn you. We’re now standing at the threshold. This is the most important moment in your life. You should know that your most cherished desire will come true here. Your sincerest wish, the desire that has made you suffer most.”</i></blockquote>Visually, the film is a literal maze— heightened and mysticized by both the mysteries of faith and the consequences of human action.",,2020-04-06
2020-04-07,Funny Games,1997,https://boxd.it/14pxyz,0.5,,"This is not funny at all. It’s fucking disgusting. I have literally never hated a movie this much


(April 9th: I admit that this is a really good movie. It worked on me.  I felt both disgusted and guilty)",,2020-04-07
2020-04-08,Touki Bouki,1973,https://boxd.it/14uVqT,2.5,,"- beautiful culture (yet with some dark / graphic elements)
- French new wave editing (at times)",,2020-04-07
2020-04-09,Man on a Ledge,2012,https://boxd.it/14CXy7,1,,😐,,2020-04-09
2020-04-11,Border,2018,https://boxd.it/14Oo7J,3.5,,"What do custom agents, intersex trolls, and pedophilia rings all have in common?",,2020-04-10
2020-04-12,In Darkness,2011,https://boxd.it/14XrTf,3,,"One of the closing title cards:
<blockquote>
<i>“At his funeral someone said, ‘It’s God’s punishment for helping the Jews.’”</i></blockquote>
<blockquote><i>“As if we need God to punish each other.”</i></blockquote>",,2020-04-11
2020-04-13,The Nightingale,2018,https://boxd.it/155eS5,4.5,,"Absolutely brutal. Would never recommend this to anyone, however it is undeniably powerful (hopeful).


Powerful statement on both colonialism and trauma.",,2020-04-12
2020-04-13,The Last Wave,1977,https://boxd.it/157wYJ,3,,"-twin peaks esque 
-incredible sound scape

(criterion channel)",,2020-04-12
2020-04-13,Chungking Express,1994,https://boxd.it/15bstZ,4.5,,"I didn’t realize how much I loved this movie until it ended; I also didn’t realize what I was watching until it ended. The conclusion of the “second” story contextualized the first (for me personally). We are all lost, but 0.01 cm can make all the difference.",,2020-04-13
2020-04-15,Decalogue VIII,1989,https://boxd.it/15rIb5,3,,"~humanity 
~grappling with the past
~consequences of communism (refusal to talk- Poland late 70s)",,2020-04-15
2020-04-16,Ida,2013,https://boxd.it/15xuhl,4,,Does empty space swallows the majority of the frame or is it God?,,2020-04-15
2020-04-16,House,1977,https://boxd.it/15yUXz,3,,<i>homemade</i> & psychedelic,,2020-04-16
2020-04-17,45 Years,2015,https://boxd.it/15G5yT,4.5,,"Heartbreaking on countless levels. This is cinema.

<blockquote><i>“All who love are blind </i>
<i>oh, when your heart’s on fire</i>
<i>you must realize</i>
<i>smoke gets in your eyes”</i></blockquote>",,2020-04-17
2020-04-18,Melancholia,2011,https://boxd.it/15Nh0N,4,,adding this to the list of movies I wish I could unsee.,,2020-04-18
2020-04-21,Force Majeure,2014,https://boxd.it/16czjD,4,,"Complicated take on masculinity and family dynamic.
- is Tomas still acting at the end? The cigarette leads time to believe that Ebba has genuinely made him believe he is “masculine” again. In fact, from Tomas’ perspective Ebba’s actions during the bus ride could be seen as weak",,2020-04-21
2020-04-22,The Guilty,2018,https://boxd.it/16fYKv,3,,"-one location
-intense
-started loosing interest 1/2 way through",,
2020-04-23,The Host,2006,https://boxd.it/16qzJp,2.5,,"A tonal disaster, but I guess that Bong was having fun with it. Somehow I found myself bored at points, probably because of the inconsistent moods


Side note: why do all blockbusters have to be 2+ hours long",,2020-04-23
2020-04-25,Certified Copy,2010,https://boxd.it/16EJz3,3.5,,"Simultaneous stories




(I will re-watch this later today. <b>Not </b>a good movie to watch while drunk)",,2020-04-25
2020-04-26,Certified Copy,2010,https://boxd.it/16Mzmp,4.5,Yes,"So many possibilities and no answers
The copies are certainly indistinguishable from the original
Interestingly, the copies do not like who they are. Or maybe its who they've become",,2020-04-26
2020-04-28,Extraction,2020,https://boxd.it/173XOr,2,,I wondered if this would be about an extraction,,2020-04-28
2020-04-29,Bad Education,2019,https://boxd.it/17aPhN,4,,"A masterful blend of art house and mainstream cinemas. For a moment there, albeit a brief one, I thought I was watching Daniel Day-Lewis",,2020-04-29
2020-04-29,Truth or Dare,2017,https://boxd.it/17aT9N,0.5,,*made it through the first 20 minutes* and can see no reason to watch further,,2020-04-29
2020-04-30,Killer Klowns from Outer Space,1988,https://boxd.it/17hv5L,3.5,,Alright. Who wrote this and what drugs did they take?,,2020-04-30
2020-05-01,Molly's Game,2017,https://boxd.it/17piIV,4,,"Sorkin killed it. Crazy fast literally the whole movie. Maybe I just enjoy poker too much, but even the melodrama worked",,2020-05-01
2020-05-02,Blood Father,2016,https://boxd.it/17x17J,2,,Mel Gibson stars as... <b>The Blood Father</b>,,2020-05-02
2020-05-03,It Chapter Two,2019,https://boxd.it/17FFzf,2,,"Great popcorn movie that drags on for about an hour too long. It’s fine as an adaptation of the narrative,  but unfortunately loses nearly all of the themes and existential ideas that make the book so incredible.",,2020-05-03
2020-05-04,The Matrix Reloaded,2003,https://boxd.it/17NzcP,2.5,,Awesome action movie with horrendous dialogue and shallow philosophical musings,,2020-05-03
2020-05-04,The Matrix Revolutions,2003,https://boxd.it/17Nzvd,1,,Yea this stinks,,2020-05-03
2020-05-04,Closer,2004,https://boxd.it/17Pwt3,4,,"An extremely effective story that circles around four horrible people. I sympathized with Alice throughout the entire movie; her betrayal was easily the worst of them all. <i>Closer </i>is extremely rich in its implications about these 4 individuals, unfortunately the film doesn’t really succeed at developing these ideas or even applying them to anything past the script.
<blockquote><i>“My real name is Jane. Thank you.</i>”</blockquote>(Natalie Portman is stunning as Alice. The mystique and intrigue is incredible)",,2020-05-04
2020-05-05,Dragged Across Concrete,2018,https://boxd.it/17UujP,4,,"Sure it’s long, but there was not a dull second. The tension is palpable and nearly nonstop. Between this and <i>Brawl in Cellblock 99</i>, Zahler has probably established himself as one of my favorite working filmmakers.",,2020-05-04
2020-05-05,Shutter Island,2010,https://boxd.it/17VEbN,4,,"I’ve avoided <i>Shutter Island </i>for years because I was under the impression it depended on a Shyamalan twist (that had already been spoiled for me). I was very wrong. Near the end of the first act the movie seems to drag a little. Fortunately, the final 30 minutes make up for it in strides.",,2020-05-04
2020-05-05,Mortal Kombat,1995,https://boxd.it/17WsQh,1,,Would’ve been awesome if they got the new DLC characters in one of these movies lol,,2020-05-05
2020-05-07,The Killing of a Sacred Deer,2017,https://boxd.it/188ySn,3,,"Quite the vision, but it unfortunately doesn’t work for me (less so than even <i>Dogtooth</i>). 
<blockquote>
“<i>Do you understand? It’s metaphorical. It’s uhhh.... symbolic.</i>”</blockquote>No Martin, I don’t understand.",,2020-05-06
2020-05-08,Jarhead,2005,https://boxd.it/18f3kt,3.5,,Hot take: <i>Jarhead </i>> <i>1917</i>,,2020-05-07
2020-05-12,The Meg,2018,https://boxd.it/18LeR3,3,,"I wonder who funded that


Hint: China",,2020-05-11
2020-05-15,Avengers: Endgame,2019,https://boxd.it/1933mT,3,,"The self-reflexivity is pretty interesting, especially with the “time heist”. <i>Endgame</i> understands how to use its significance in a progressive manner, however it’s blatant commercialization (why tf is there an extended Fortnite “joke” sequence) really detracts from its attempts to solidify the genre. 

This may not be a popular opinion but the battle scenes felt incredibly anti-climactic, perhaps from its intense fixation on spectacle


I would rather rewatch <i>The Meg </i>than muddle through this 3-hour film again.",,2020-05-14
2020-05-18,Star Wars: The Rise of Skywalker,2019,https://boxd.it/19nbJL,2,,Ew,,2020-05-17
2020-05-19,Bone Tomahawk,2015,https://boxd.it/19yzgP,3.5,,"Not as crafted as his recent 2 films, but original and dangerous regardless",,2020-05-18
2020-05-25,Vice,2018,https://boxd.it/1abAib,1.5,,"Intended to be formally progressive, but ended up being liberal melodrama",,2020-05-24
2020-05-31,Come to Daddy,2019,https://boxd.it/1aRNdx,1.5,,-uses Kanye’s blame game as an instrumental toward the end lol,,2020-05-30
2020-06-08,Ash Is Purest White,2018,https://boxd.it/1bKJxD,3,,"The unfamiliar cultural elements in harmony with non-stop melodrama made this a rather slow watch for me. The film occasionally rewards its viewer with pointed insights into the peculiarities of a relationship molded and formed by time. I’d imagine that the relationship is a refraction of China’s development, perhaps more knowledge of this would help my understanding of the 3rd act 

(Solo bass drum leitmotif was awesome. Also the synths against the traditional landscape)",,2020-06-07
2020-06-09,The Great Escape,1963,https://boxd.it/1bRn3F,3.5,,"loved the last hour, but yea it probably wasn’t needed. Felt like a weird attempt to add emotional impact (more so an introduction to what is now solidified as a “true story” trope)",,2020-06-08
2020-06-11,House of 1000 Corpses,2003,https://boxd.it/1c3IdZ,1.5,,"The true horror here is the editing 
(Digital zoom in aesthetic >)",,2020-06-10
2020-07-11,Jeffrey Epstein: Filthy Rich,2020,https://boxd.it/1f85fJ,3.5,,evil incarnate.,,2020-07-05
2020-07-15,Ready or Not,2019,https://boxd.it/1fAXtB,4,,This was too fun not to be a b-movie. More <i>Knives Out </i>than <i>Knives Out </i>could ever dream of being.,,2020-07-14
2020-09-02,I'm No Longer Here,2019,https://boxd.it/1kEmuF,4,,"-Dance through the chaos, although some inherently have less control than others
-Slow down the music. You can feel it better.",,2020-09-01
2020-09-09,I'm Thinking of Ending Things,2020,https://boxd.it/1lo96x,4.5,Yes,Still at a loss for words,,2020-09-08
2020-09-11,Dog Day Afternoon,1975,https://boxd.it/1lzUXl,4.5,,<blockquote><i>Attica!</i></blockquote>,,2020-09-10
2020-09-17,Allá en el Rancho Grande,1936,https://boxd.it/1mfHBF,3,,Epic dance off (Influence for Godard?),,2020-09-16
2020-09-17,The Devil All the Time,2020,https://boxd.it/1mgoRh,2.5,,Based on a book,,2020-09-16
2020-09-25,Maria Candelaria,1944,https://boxd.it/1n0ydN,4,,(first film to ever win the Palme d'Or),,
2020-10-06,Vertigo,1958,https://boxd.it/1oaRQN,4.5,,"<blockquote><i>If I do what you say then will you love me?</i></blockquote>


Madeline can ruin my life anytime",,2020-10-05
2020-10-13,The Brainiac,1962,https://boxd.it/1oZ5Wv,3,,"Man returns to Earth - after 300 years of living on a comet - to seduce, exact revenge, and eat the brains of the ancestors who once sentenced him to death.",,2020-10-12
2020-10-14,Class Action Park,2020,https://boxd.it/1p5hEv,2,,"Insanely inconsistent, but a very entertaining first half",,2020-10-13
2020-10-17,City of God,2002,https://boxd.it/1pmLXr,5,Yes,Yup,,2020-10-16
2020-10-20,Fatal Attraction,1987,https://boxd.it/1pIL4v,3,,"Wildly offensive, but the movie is well aware that it won’t matter for most of the target audience",,2020-10-19
2020-10-23,Basic Instinct,1992,https://boxd.it/1q1YeB,4,,Interrogation scene,,2020-10-22
2020-11-12,Duck Season,2004,https://boxd.it/1sdLhp,4,,"Encourages rumination. Influence for Roma??


What was Cuaron’s involvement?",,2020-11-11
2020-11-22,The Graduate,1967,https://boxd.it/1tbPOx,4.5,Yes,"EDIT: This might just be a 5-star. After all, I am a little worried about my future.",,2020-11-21
2020-11-28,Hillbilly Elegy,2020,https://boxd.it/1tW1hH,3.5,,Disappointing how biased this discourse is... <i>Hillbilly Elegy </i>seems to be more of a dramatization of the source material than an adaptation,,2020-11-28
2020-12-04,Wild Things,1998,https://boxd.it/1uA5rL,3.5,,Pretty fun!,,2020-12-03
2020-12-08,Euphoria: Trouble Don't Last Always,2020,https://boxd.it/1v2udv,3.5,,"still probably not going to watch the show, but this was beautiful",,2020-12-07
2020-12-16,Tenet,2020,https://boxd.it/1vWWar,3.5,,Yea I don’t follow yet,,2020-12-15
